INSTRUMENT REF,INSTRUMENT GROUP,INSTRUMENT TYPE
CH01L_hvs_03,air_sampler,high_vol_sampler
CH01L_hvs_04,air_sampler,high_vol_sampler
CH01L_hvs_05,air_sampler,high_vol_sampler
CH01L_jfj_o3,air_monitor,uv_abs
CH01L_mini_2,air_sampler,CEH_denuder
CH01L_mini_5,air_sampler,CEH_denuder
CH01L_mini_53,air_sampler,CEH_denuder
CH01L_mini_5_dup,air_sampler,CEH_denuder
CH01L_ml8841_3,air_monitor,chemiluminescence_photolytic
CH01L_ml8841_4,air_monitor,chemiluminescence_photolytic
CH01L_ml8850_4,air_monitor,uv_fluoresc
CH01L_mpns_21,air_sampler,filter_2pack
CH01L_mpsn_2,air_sampler,filter_1pack
CH01L_mpsn_21,air_sampler,filter_2pack
CH01L_mpsn_22,air_sampler,filter_2pack
CH01L_mpsn_51,air_sampler,filter_2pack
CH01L_mpsn_52,air_sampler,filter_2pack
CH01L_mpss_1,air_sampler,filter_1pack
CH01L_mpss_2,air_sampler,filter_1pack
CH01L_mpss_5,air_sampler,filter_1pack
CH01L_mpss_51,air_sampler,filter_1pack
CH01L_ndir_01,air_sampler,ndir
CH01L_online_gc_05,air_monitor,online_gc
CH01L_picarro_G2401_1,air_monitor,online_crds
CH01L_reg_o3,air_monitor,uv_abs
CH01L_sc_ch3,air_sampler,steel_canister
CH01L_te43ctl_1,air_monitor,uv_fluoresc
CH01L_te43ctl_5,air_monitor,uv_fluoresc
CH01L_tei42ctl_4,air_monitor,chemiluminescence_photolytic
CH01L_tei43ctl_1,air_monitor,uv_fluoresc
CH01L_tei43ctl_4,air_monitor,uv_fluoresc
CH01L_tei43ctl_5,air_monitor,uv_fluoresc
CH01L_tei43tl_1,air_monitor,uv_fluoresc
CH01L_uv_01,air_monitor,uv_fluoresc
CH01L_uv_02,air_monitor,uv_fluoresc
CH01L_uv_03,air_monitor,uv_fluoresc
CH01L_uv_04,air_monitor,uv_fluoresc
CH01L_uv_05,air_monitor,uv_fluoresc
CH01L_uv_2,air_monitor,uv_fluoresc
CH01L_uv_abs_01,air_monitor,uv_abs
CH01L_uv_abs_02,air_monitor,uv_abs
CH01L_uv_abs_03,air_monitor,uv_abs
CH01L_uv_abs_04,air_monitor,uv_abs
CH01L_uv_abs_05,air_monitor,uv_abs
CH01L_uv_abs_2,air_monitor,uv_abs
CH01L_uv_abs_31,air_monitor,uv_abs
CH01L_uv_abs_BKT,air_monitor,uv_abs
CH01L_uv_abs_MKN,air_monitor,uv_abs
CH01L_wados_01,precip_sampler,wet_only_sampler
CH01L_wados_02,precip_sampler,wet_only_sampler
CH01L_wados_03,precip_sampler,wet_only_sampler
CH01L_wados_04,precip_sampler,wet_only_sampler
CH01L_wados_05,precip_sampler,wet_only_sampler
CH01L_wados_2,precip_sampler,wet_only_sampler
CH01L_wados_4,precip_sampler,wet_only_sampler
CH01L_wados_5,precip_sampler,wet_only_sampler
CH02L_AE10,air_monitor,filter_absorption_photometer
CH02L_AMS_02,air_monitor,AMS
CH02L_Aerodyne_Q-ACSM_140-105_Q-ACSM,air_monitor,aerosol_mass_spectrometer
CH02L_Aerodyne_ToF-ACSM_TOFACSM003,air_monitor,aerosol_mass_spectrometer
CH02L_Carusso_MAAP_42545-15_No011,air_monitor,filter_absorption_photometer
CH02L_Carusso_MAAP_42545-15_No011_1,air_monitor,filter_absorption_photometer
CH02L_Carusso_MAAP_42545-15_No011_NRT,air_monitor,filter_absorption_photometer
CH02L_Carusso_MAAP_42545_15_No011,air_monitor,filter_absorption_photometer
CH02L_DMT_CCN-100_JFJ,air_monitor,CCNC
CH02L_Ecotech_Aurora3000_JFJ_dry,air_monitor,nephelometer
CH02L_Ecotech_Aurora3000_TLL_dry,air_monitor,nephelometer
CH02L_HR_ToF_AMS,air_monitor,AMS
CH02L_HTDMA_JFJ_01,air_monitor,HTDMA
CH02L_IN3563,air_monitor,nephelometer
CH02L_Magee_AE31_JFJ,air_monitor,filter_absorption_photometer
CH02L_Magee_AE337_JFJ,air_monitor,filter_absorption_photometer
CH02L_Magee_AE33_JFJ,air_monitor,filter_absorption_photometer
CH02L_Quadrupole_AMS,air_monitor,AMS
CH02L_SMPS_PSI_2,air_monitor,smps
CH02L_TSI_3010,air_monitor,cpc
CH02L_TSI_3010_JFJ_dry,air_monitor,cpc
CH02L_TSI_3022_JFJ_dry,air_monitor,cpc
CH02L_TSI_3563_CES_ref+TSI_3563_CES_wet_pm10,air_monitor,nephelometer
CH02L_TSI_3563_JFJ_dry,air_monitor,nephelometer
CH02L_TSI_3563_JFJ_dry_NRT,air_monitor,nephelometer
CH02L_TSI_3563_JFJ_ref+TSI_3563_JFJ_wet,air_monitor,nephelometer
CH02L_TSI_3563_MEL_ref+TSI_3563_MEL_wet,air_monitor,nephelometer
CH02L_TSI_3563_MHD_ref+TSI_3563_MHD_wet,air_monitor,nephelometer
CH02L_TSI_3563_ZEP_ref+TSI_3563_ZEP_wet,air_monitor,nephelometer
CH02L_TSI_3772_JFJ,air_monitor,cpc
CH02L_TSI_3772_JFJ_dry,air_monitor,cpc
CH02L_TSI_3934,air_monitor,smps
CH02L_aws_02,phys_monitor,aws
CH02L_den_02,air_sampler,denuder
CH02L_nylon_filter_pm1,air_sampler,filter_2pack
CH02L_nylon_filter_tsp,air_sampler,filter_2pack
CH02L_teflon_and_nylon_filter_pm1,air_sampler,filter_2pack
CH02L_teflon_and_nylon_filter_tsp,air_sampler,filter_2pack
CH02L_teflon_filter_pm1,air_sampler,filter_2pack
CH02L_teflon_filter_tsp,air_sampler,filter_2pack
CH04L_PFR_01,air_monitor,sun_tracking_filter_radiometer
CH04L_PFR_42,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_ASP,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_ASP_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_AU0001C_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_BRA,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_CH0001G_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_CH0006C_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_CPT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_CPT_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_DAV,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_DAV_27,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_DAV_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_DE0043G_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_ES0018G_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_HPB,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_HPB_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_IE0031R_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_IZO,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_IZO_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_JFJ,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_JFJ_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_JFJ_dup,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_JP1020R_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_MHD,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_MLO,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_MLO_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_NYA,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_NYA_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_RYO,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_US1200R_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_WLG,air_monitor,sun_tracking_filter_radiometer
CH04L_PMOD-WRC_PFR-N_ZA0001G_NRT,air_monitor,sun_tracking_filter_radiometer
CH04L_sun_tracking_filter_radiometer_31,air_monitor,sun_tracking_filter_radiometer
CL01L_Ecotech_Aurora3000_TLL_dry,air_monitor,nephelometer
CL01L_Ecotech_Aurora3000_TLL_dry_NRT,air_monitor,nephelometer
CL01L_Magee_AE31_TLL_dry,air_monitor,filter_absorption_photometer
CL01L_TEI49C_no72417371,air_monitor,uv_abs
CL01L_tll_o3,air_monitor,uv_abs
CN01L_f3p_01,air_sampler,filter_3pack
CN01L_glass_sinter_01,air_sampler,glass_sinter
CN01L_wados_01,precip_sampler,wet_only_sampler
CN01L_wados_02,precip_sampler,wet_only_sampler
CN01L_wados_03,precip_sampler,wet_only_sampler
CN01L_wados_04,precip_sampler,wet_only_sampler
CN01L_wados_05,precip_sampler,wet_only_sampler
CN02L_f3p_02,air_sampler,filter_3pack
CN02L_glass_sinter_02,air_sampler,glass_sinter
CN02L_wados_02,precip_sampler,wet_only_sampler
CN02L_wados_04,precip_sampler,wet_only_sampler
CN02L_wados_05,precip_sampler,wet_only_sampler
CN03L_f3p_03,air_sampler,filter_3pack
CN03L_glass_sinter_03,air_sampler,glass_sinter
CN03L_wados_03,precip_sampler,wet_only_sampler
CN04L_TSI_3563_LAN_ref+TSI_3563_LAN_wet,air_monitor,nephelometer
CN05L_precip_gauge_CN1001U,precip_sampler,precip_gauge
CN05L_wet_only_CN1001U,precip_sampler,wet_only_sampler
CN06L_precip_gauge_CN1001U,precip_sampler,precip_gauge
CN06L_precip_gauge_CN1003R,precip_sampler,precip_gauge
CN06L_wet_only_CN1001U,precip_sampler,wet_only_sampler
CN06L_wet_only_CN1003R,precip_sampler,wet_only_sampler
CN07L_precip_gauge_CN1004U,precip_sampler,precip_gauge
CN07L_precip_gauge_CN1005R,precip_sampler,precip_gauge
CN07L_precip_gauge_CN1007R,precip_sampler,precip_gauge
CN07L_wet_only_CN1004U,precip_sampler,wet_only_sampler
CN07L_wet_only_CN1005R,precip_sampler,wet_only_sampler
CN07L_wet_only_CN1007R,precip_sampler,wet_only_sampler
CN08L_precip_gauge_CN1008U,precip_sampler,precip_gauge
CN08L_precip_gauge_CN1009R,precip_sampler,precip_gauge
CN08L_wet_only_CN1008U,precip_sampler,wet_only_sampler
CN08L_wet_only_CN1009R,precip_sampler,wet_only_sampler
CN09L_precip_gauge_CN1010U,precip_sampler,precip_gauge
CN09L_precip_gauge_CN1011U,precip_sampler,precip_gauge
CN09L_wet_only_CN1010U,precip_sampler,wet_only_sampler
CN09L_wet_only_CN1011U,precip_sampler,wet_only_sampler
CV01L_Agilent_GC-FID_7890A_G3440A,air_monitor,online_gc
CV01L_Agilent_GC_FID_6890,air_monitor,online_gc
CY01L_NA,NA,NA
CY01L_chemilium_02,air_monitor,chemiluminescence_photolytic
CY01L_chemilum_02,air_monitor,chemiluminescence_photolytic
CY01L_chemilum_03,air_monitor,chemiluminescence_photolytic
CY01L_digitel_pops_02,air_sampler,high_vol_sampler
CY01L_hvs_pm10_02,air_sampler,high_vol_sampler
CY01L_leckel_celluslose_nitrate_02,air_sampler,low_vol_sampler
CY01L_lvs_02,air_sampler,low_vol_sampler
CY01L_lvs_pm25_02,air_sampler,low_vol_sampler
CY01L_teom_02,air_sampler,TEOM
CY01L_uv_02,air_monitor,uv_fluoresc
CY01L_uv_2,air_monitor,uv_abs
CY02L_digitel_pops_02,air_sampler,high_vol_sampler
CY03L_leckel_celluslose_nitrate_02,air_sampler,low_vol_sampler
CZ01L_Agilent-7890A,air_sampler,steel_canister
CZ01L_Andersen_instrument,air_sampler,steel_canister
CZ01L_Andersen_instrument_Agilent_7890A,air_sampler,steel_canister
CZ01L_CZ04L_f1p_3,air_sampler,filter_1pack
CZ01L_Environnement_MP101_pm10,air_sampler,beta_gauge_particulate_sampler
CZ01L_Environnement_MP101_pm25,air_sampler,beta_gauge_particulate_sampler
CZ01L_LVS_RPP-3,air_sampler,low_vol_sampler
CZ01L_O3_ANALYZER-MODEL_T400,air_monitor,uv_abs
CZ01L_O3_ANALYZER-MODEL_T400_cz03,air_monitor,uv_abs
CZ01L_O3_ANALYZER-MODEL_T400_cz05,air_monitor,uv_abs
CZ01L_SO2_ANALYZER_MODEL_T100,air_monitor,uv_fluoresc
CZ01L_SO2_ANALYZER_MODE_T100,air_monitor,uv_fluoresc
CZ01L_T200UP,air_monitor,chemiluminescence_photolytic
CZ01L_Thermo_42C-TL,air_monitor,chemiluminescence_photometer
CZ01L_Thermo_M_42SD,air_monitor,chemiluminescence_molybdenum
CZ01L_abs_01,air_sampler,abs_solution
CZ01L_abs_02,air_sampler,abs_solution
CZ01L_abs_03,air_sampler,abs_solution
CZ01L_abs_04,air_sampler,abs_solution
CZ01L_abs_05,air_sampler,abs_solution
CZ01L_abs_1,air_sampler,abs_solution
CZ01L_abs_3,air_sampler,abs_solution
CZ01L_air_monitor,air_monitor,uv_abs
CZ01L_air_monitor_03,air_monitor,uv_abs
CZ01L_air_monitor_05,air_monitor,uv_abs
CZ01L_air_monitor_3,air_monitor,uv_fluoresc
CZ01L_air_sampler_0003,air_sampler,filter_1pack
CZ01L_air_sampler_01,air_sampler,filter_1pack
CZ01L_air_sampler_03,air_sampler,filter_1pack
CZ01L_air_sampler_05,air_sampler,filter_1pack
CZ01L_air_sampler_1,air_sampler,filter_3pack
CZ01L_air_sampler_2,air_sampler,high_vol_sampler
CZ01L_air_sampler_3,air_sampler,filter_2pack
CZ01L_air_sampler_dup,air_sampler,filter_1pack
CZ01L_air_sampler_pop,air_sampler,high_vol_sampler
CZ01L_amalg_3,air_sampler,amalg_tube
CZ01L_bs_01,precip_sampler,bulk_sampler
CZ01L_bs_02,precip_sampler,bulk_sampler
CZ01L_bs_03,precip_sampler,bulk_sampler
CZ01L_bs_04,precip_sampler,bulk_sampler
CZ01L_bs_05,precip_sampler,bulk_sampler
CZ01L_bs_1,precip_sampler,bulk_sampler
CZ01L_bs_hg_03,precip_sampler,bulk_sampler
CZ01L_chem_3,air_monitor,chemiluminescence_molybdenum
CZ01L_chemilum_03,air_monitor,chemiluminescence_photolytic
CZ01L_chemilum_3,air_monitor,chemiluminescence_photolytic
CZ01L_data_from_gauge-preci_sampler_cz03,precip_sampler,wet_only_sampler
CZ01L_f19_5,air_sampler,filter_3pack
CZ01L_f1p_01,air_sampler,filter_1pack
CZ01L_f1p_02,air_sampler,filter_1pack
CZ01L_f1p_03,air_sampler,filter_1pack
CZ01L_f1p_1,air_sampler,filter_1pack
CZ01L_f1p_3,air_sampler,filter_3pack
CZ01L_f1p_3_1,air_sampler,filter_1pack
CZ01L_f1p_3_1_dup,air_sampler,filter_1pack
CZ01L_f1p_3_hg,air_sampler,filter_1pack
CZ01L_f1p_4,air_sampler,filter_1pack
CZ01L_f1p_5,air_sampler,filter_1pack
CZ01L_f2p_01,air_sampler,filter_2pack
CZ01L_f2p_02,air_sampler,filter_2pack
CZ01L_f2p_03,air_sampler,filter_2pack
CZ01L_f2p_04,air_sampler,filter_2pack
CZ01L_f2p_05,air_sampler,filter_2pack
CZ01L_f2p_3,air_sampler,filter_2pack
CZ01L_f3p_01,air_sampler,filter_3pack
CZ01L_f3p_03,air_sampler,filter_3pack
CZ01L_f3p_05,air_sampler,filter_3pack
CZ01L_f3p_1,air_sampler,filter_3pack
CZ01L_f3p_3,air_sampler,filter_3pack
CZ01L_f3p_5,air_sampler,filter_3pack
CZ01L_fp1_3,air_sampler,filter_1pack
CZ01L_hg_bs_03,precip_sampler,bulk_sampler
CZ01L_hm_bs_01,precip_sampler,bulk_sampler
CZ01L_hm_bs_1,precip_sampler,bulk_sampler
CZ01L_hm_bs_d_01,precip_sampler,bulk_sampler
CZ01L_hm_bs_d_03,precip_sampler,bulk_sampler
CZ01L_hm_bs_w_03,precip_sampler,bulk_sampler
CZ01L_hm_bs_w_03_dup,precip_sampler,bulk_sampler
CZ01L_hm_bs_w_3,precip_sampler,bulk_sampler
CZ01L_hm_f1p_01,air_sampler,filter_1pack
CZ01L_hm_f1p_03,air_sampler,filter_1pack
CZ01L_hm_wados_01,precip_sampler,wet_only_sampler
CZ01L_hvs_3,air_sampler,high_vol_sampler
CZ01L_hvs_3_dup,air_sampler,high_vol_sampler
CZ01L_hvs_pop_03,air_sampler,high_vol_sampler
CZ01L_hvs_pop_3,air_sampler,high_vol_sampler
CZ01L_in_abs_3,air_monitor,infrared_absorption
CZ01L_pg_01,precip_sampler,precip_gauge
CZ01L_pg_03,precip_sampler,precip_gauge
CZ01L_pg_05,precip_sampler,precip_gauge
CZ01L_pm_FH_62_I-R,air_monitor,b-attenuation
CZ01L_pm_FH_62_I-R_dup,air_monitor,b-attenuation
CZ01L_pop_wados_3,precip_sampler,wet_only_sampler
CZ01L_preci_sampler,precip_sampler,wet_only_sampler
CZ01L_preci_sampler_1,precip_sampler,bulk_sampler
CZ01L_preci_sampler_cz01,precip_sampler,precip_gauge
CZ01L_preci_sampler_cz03,precip_sampler,precip_gauge
CZ01L_preci_sampler_cz05,precip_sampler,precip_gauge
CZ01L_precip_sampler,precip_sampler,wet_only_sampler
CZ01L_precip_sampler_cz01,precip_sampler,precip_gauge
CZ01L_rad_cz03,air_monitor,radiometric
CZ01L_rg_95,precip_sampler,precip_gauge
CZ01L_sc_03,air_sampler,steel_canister
CZ01L_sc_cz3,air_sampler,steel_canister
CZ01L_sc_cz99,air_sampler,steel_canister
CZ01L_uv_abs_01,air_monitor,uv_abs
CZ01L_uv_abs_03,air_monitor,uv_abs
CZ01L_uv_abs_1,air_monitor,uv_abs
CZ01L_uv_abs_3,air_monitor,uv_abs
CZ01L_uv_abs_5,air_monitor,uv_abs
CZ01L_uv_fl_3,air_monitor,uv_fluoresc
CZ01L_wados_01,precip_sampler,wet_only_sampler
CZ01L_wados_01_nh4,precip_sampler,wet_only_sampler
CZ01L_wados_03,precip_sampler,wet_only_sampler
CZ01L_wados_1,precip_sampler,wet_only_sampler
CZ01L_wados_3,precip_sampler,wet_only_sampler
CZ01L_wados_5,precip_sampler,wet_only_sampler
CZ01L_wados_pop_03,precip_sampler,wet_only_sampler
CZ01L_wados_pop_3,precip_sampler,wet_only_sampler
CZ01L_wo_cz01,precip_sampler,wet_only_sampler
CZ01L_wo_cz03c,precip_sampler,wet_only_sampler
CZ01L_wo_cz03e,precip_sampler,bulk_sampler
CZ01L_wo_cz03r,precip_sampler,wet_only_sampler
CZ01L_wo_cz05,precip_sampler,wet_only_sampler
CZ03L_IFT_SMPS_KOS,air_monitor,smps
CZ03L_LVS_RPP-3,air_sampler,lvs_single_twin
CZ03L_LVS_RPP-3_v2,air_sampler,low_vol_sampler
CZ03L_SMPS_KOS,air_monitor,smps
CZ03L_SMPS_KOS_pm10,air_monitor,smps
CZ03L_SMPS_Suchdol,air_monitor,smps
CZ03L_SMPS_Suchdol_setup2,air_monitor,smps
CZ03L_TSI_SMPS_3034_upgrade_Tropos,air_monitor,smps
CZ03L_upgrade_TROPOS_SMPS_Suchdol,air_monitor,smps
CZ03L_upgrade_TROPOS_SMPS_Suchdol_2,air_monitor,smps
CZ04L_f1p_3,air_sampler,filter_1pack
CZ04L_f3p_3,air_sampler,filter_3pack
CZ05L_ENVIRO-SENSE,air_sampler,high_vol_sampler
CZ05L_SMPS_CHMI_Usti,air_monitor,smps
CZ05L_air_monitor,air_monitor,Hg_mon
CZ05L_rain_gauge_1m2,precip_sampler,wet_only_sampler
CZ05L_rain_gauge_1m2_cz03,precip_sampler,wet_only_sampler
CZ06L_CG_Sunset_Lab_OCEC_Analyzer,air_monitor,online_thermal-optical_analysis
CZ06L_Magee_AE31,air_monitor,filter_absorption_photometer
CZ06L_Magee_AE31_KOS_dry,air_monitor,filter_absorption_photometer
CZ06L_TSI_3563,air_monitor,nephelometer
CZ06L_TSI_3563_KOS_dry,air_monitor,nephelometer
CZ06L_TSI_3563_pm10,air_monitor,nephelometer
CZ06L_uv_abs_kre_0050,air_monitor,uv_abs
CZ06L_uv_abs_kre_0125,air_monitor,uv_abs
CZ06L_uv_abs_kre_0230,air_monitor,uv_abs
DD01L_abs_1,air_sampler,abs_solution
DD01L_abs_2,air_sampler,abs_solution
DD01L_f1p_1,air_sampler,filter_1pack
DD01L_f1p_2,air_sampler,filter_1pack
DD01L_wados_1,precip_sampler,wet_only_sampler
DD01L_wados_2,precip_sampler,wet_only_sampler
DE01L_43C_Horiba_01,air_sampler,trace_level_analyzer
DE01L_43C_Horiba_DE01L,air_sampler,trace_level_analyzer
DE01L_AL_5001-DE03L,air_monitor,uv_fluoresc
DE01L_AL_5001_DE01L,air_monitor,uv_fluoresc
DE01L_ARS_Hg,precip_sampler,wet_only_sampler
DE01L_Digitel_01,air_sampler,high_vol_sampler
DE01L_Digitel_02,air_sampler,high_vol_sampler
DE01L_Digitel_03,air_sampler,high_vol_sampler
DE01L_Digitel_04,air_sampler,high_vol_sampler
DE01L_Digitel_07,air_sampler,high_vol_sampler
DE01L_Digitel_08,air_sampler,high_vol_sampler
DE01L_Digitel_09,air_sampler,high_vol_sampler
DE01L_Digitel_1,air_sampler,high_vol_sampler
DE01L_Digitel_4,air_sampler,high_vol_sampler
DE01L_Digitel_41,air_sampler,high_vol_sampler
DE01L_Digitel_7,air_sampler,high_vol_sampler
DE01L_Digitel_9,air_sampler,high_vol_sampler
DE01L_GC_Sichromat_01,air_sampler,GC-FID
DE01L_GC_Sichromat_DE01L,air_sampler,GC-FID
DE01L_GC_Sichromat_DE09L,air_sampler,GC-FID
DE01L_HP_6890_CHEM_STATION-DE01L,air_sampler,GC-FID
DE01L_HP_6890_CHEM_STATION-DE03L,air_sampler,GC-FID
DE01L_NaJ_02,air_sampler,NaJ_solution
DE01L_NaJ_03,air_sampler,NaJ_solution
DE01L_NaJ_07,air_sampler,NaJ_solution
DE01L_NaJ_08,air_sampler,NaJ_solution
DE01L_Picarro-01,air_monitor,online_crds
DE01L_Picarro-DE01L,air_monitor,IR_abs
DE01L_Piccarro-01,air_monitor,online_crds
DE01L_SM1,air_sampler,abs_solution
DE01L_URAS_2_DE01L,air_monitor,IR_abs
DE01L_URAS_2_DE02L,air_monitor,IR_abs
DE01L_URAS_2_DE03L,air_monitor,IR_abs
DE01L_URAS_3E_DE01L,air_monitor,IR_abs
DE01L_URAS_3E_DE03L,air_monitor,IR_abs
DE01L_URAS_3E_DE07L,air_monitor,IR_abs
DE01L_Ultramat_3_DE01L,air_monitor,IR_abs
DE01L_Ultramat_3_DE02L,air_monitor,IR_abs
DE01L_Ultramat_3_DE03L,air_monitor,IR_abs
DE01L_abs_01,air_sampler,abs_solution
DE01L_abs_02,air_sampler,abs_solution
DE01L_abs_03,air_sampler,abs_solution
DE01L_abs_04,air_sampler,abs_solution
DE01L_abs_05,air_sampler,abs_solution
DE01L_abs_09,air_sampler,abs_solution
DE01L_bs_01,precip_sampler,bulk_sampler
DE01L_bs_02,precip_sampler,bulk_sampler
DE01L_bs_03,precip_sampler,bulk_sampler
DE01L_bs_04,precip_sampler,bulk_sampler
DE01L_bs_05,precip_sampler,bulk_sampler
DE01L_bs_09,precip_sampler,bulk_sampler
DE01L_chemilum_01,air_monitor,chemiluminescence_photolytic
DE01L_f1p_01,air_sampler,filter_1pack
DE01L_f1p_02,air_sampler,filter_1pack
DE01L_f1p_03,air_sampler,filter_1pack
DE01L_f1p_04,air_sampler,filter_1pack
DE01L_f1p_05,air_sampler,filter_1pack
DE01L_f30_02,air_sampler,filter_3pack
DE01L_f3p_01,air_sampler,filter_3pack
DE01L_f3p_02,air_sampler,filter_3pack
DE01L_f3p_03,air_sampler,filter_3pack
DE01L_f3p_07,air_sampler,filter_3pack
DE01L_f3p_09,air_sampler,filter_3pack
DE01L_hg_wados_09,precip_sampler,wet_only_sampler
DE01L_hvs_01,air_sampler,high_vol_sampler
DE01L_impf,air_sampler,filter_3pack
DE01L_impf_09,air_sampler,filter_3pack
DE01L_uv_abs_1,air_monitor,uv_abs
DE02L_43C_Horiba_02,air_sampler,trace_level_analyzer
DE02L_Digitel_02,air_sampler,high_vol_sampler
DE02L_uv_abs_2,air_monitor,uv_abs
DE03L_43C_Horiba_03,air_sampler,trace_level_analyzer
DE03L_43C_Horiba_08,air_sampler,trace_level_analyzer
DE03L_AL_5001-03,air_monitor,uv_fluoresc
DE03L_ARS721Hg9,precip_sampler,wet_only_sampler
DE03L_ARS_Hg,precip_sampler,wet_only_sampler
DE03L_ARS_Hg_03,precip_sampler,wet_only_sampler
DE03L_ARS_Hg_08,precip_sampler,wet_only_sampler
DE03L_ARS_Hg_1,precip_sampler,wet_only_sampler
DE03L_ARS_Hg_9,precip_sampler,wet_only_sampler
DE03L_ARS_hg_1,precip_sampler,wet_only_sampler
DE03L_DHA80,air_sampler,high_vol_sampler
DE03L_DHA80_01,air_sampler,high_vol_sampler
DE03L_DHA80_02,air_sampler,high_vol_sampler
DE03L_DHA80_03,air_sampler,high_vol_sampler
DE03L_DHA80_04,air_sampler,high_vol_sampler
DE03L_DHA80_05,air_sampler,high_vol_sampler
DE03L_DHA80_07,air_sampler,high_vol_sampler
DE03L_DHA80_08,air_sampler,high_vol_sampler
DE03L_DHA80_09,air_sampler,high_vol_sampler
DE03L_Digitel_03,air_sampler,high_vol_sampler
DE03L_Digitel_08,air_sampler,high_vol_sampler
DE03L_Digitel_09,air_sampler,high_vol_sampler
DE03L_Digitel_2,air_sampler,high_vol_sampler
DE03L_Digitel_4,air_sampler,high_vol_sampler
DE03L_Digitel_5,air_sampler,high_vol_sampler
DE03L_Digitel_DHA80_1,air_sampler,high_vol_sampler
DE03L_Digitel_DHA80_2,air_sampler,high_vol_sampler
DE03L_Digitel_DHA80_3,air_sampler,high_vol_sampler
DE03L_Digitel_DHA80_4,air_sampler,high_vol_sampler
DE03L_Digitel_DHA80_5,air_sampler,high_vol_sampler
DE03L_Digitel_DHA80_7,air_sampler,high_vol_sampler
DE03L_Digitel_DHA80_8,air_sampler,high_vol_sampler
DE03L_Digitel_DHA80_9,air_sampler,high_vol_sampler
DE03L_Eigenbrodt_DE0001R,precip_sampler,wet_only_sampler
DE03L_Eigenbrodt_DE0002R,precip_sampler,wet_only_sampler
DE03L_Eigenbrodt_DE0003R,precip_sampler,wet_only_sampler
DE03L_Eigenbrodt_DE0004R,precip_sampler,wet_only_sampler
DE03L_Eigenbrodt_DE0005R,precip_sampler,wet_only_sampler
DE03L_Eigenbrodt_DE0007R,precip_sampler,wet_only_sampler
DE03L_Eigenbrodt_DE0008R,precip_sampler,wet_only_sampler
DE03L_Eigenbrodt_DE0009R,precip_sampler,wet_only_sampler
DE03L_Eigenbrodt_DE0044R,precip_sampler,wet_only_sampler
DE03L_GC-DE03L,air_monitor,IR_abs
DE03L_GC_Sichromat_03,air_sampler,GC-FID
DE03L_HP_6890_CHEM_STATION-DE03L,air_sampler,GC-FID
DE03L_HVS,air_sampler,high_vol_sampler
DE03L_HVS_1,air_sampler,low_vol_sampler
DE03L_HVS_pop_01,air_sampler,high_vol_sampler
DE03L_HVS_pop_09,air_sampler,high_vol_sampler
